time,switches
2025-12-03 14:43:06,1346.85145
2025-12-03 14:43:04,1499.8034
2025-12-03 14:43:02,1596.1046
2025-12-03 14:43:00,1465.15465
2025-12-03 14:42:58,1625.5426
2025-12-03 14:42:56,1440.75405
2025-12-03 14:42:54,1443.09115
2025-12-03 14:42:52,1645.5802
2025-12-03 14:42:50,1383.44505
2025-12-03 14:42:48,1661.85535
2025-12-03 14:42:46,1354.85685
2025-12-03 14:42:44,1561.011
2025-12-03 14:42:42,1565.61595
2025-12-03 14:42:40,1428.7774
2025-12-03 14:42:38,1436.0861
2025-12-03 14:42:36,1578.0941
2025-12-03 14:42:34,1393.4872
2025-12-03 14:42:32,1676.4419
2025-12-03 14:42:30,1402.7136
2025-12-03 14:42:28,1496.42855
2025-12-03 14:42:26,1597.43905
2025-12-03 14:42:24,1472.4943
2025-12-03 14:42:22,1604.613
2025-12-03 14:42:20,1457.2178
2025-12-03 14:42:18,1439.87075
2025-12-03 14:42:16,1600.58405
2025-12-03 14:42:14,1385.29655
2025-12-03 14:42:12,1679.94415
2025-12-03 14:42:10,1374.69435
2025-12-03 14:42:08,1502.1417
2025-12-03 14:42:06,1559.85235
2025-12-03 14:42:04,1515.16975
2025-12-03 14:42:02,1656.0561
2025-12-03 14:42:00,1483.70965
2025-12-03 14:41:58,1390.27095
2025-12-03 14:41:56,1659.82825
2025-12-03 14:41:54,1374.9929
2025-12-03 14:41:52,1489.78255
2025-12-03 14:41:50,1541.05275
2025-12-03 14:41:48,1462.67035
2025-12-03 14:41:46,1639.36725
2025-12-03 14:41:44,1458.96065
2025-12-03 14:41:42,1415.1055
2025-12-03 14:41:40,1625.3457
2025-12-03 14:41:38,1379.4678
2025-12-03 14:41:36,1667.8673
2025-12-03 14:41:34,1389.24265
2025-12-03 14:41:32,1492.3225
2025-12-03 14:41:30,1557.3928
2025-12-03 14:41:28,1453.358
2025-12-03 14:41:26,1616.81665
2025-12-03 14:41:24,1436.5523
2025-12-03 14:41:22,1431.03495
2025-12-03 14:41:20,1617.0695
2025-12-03 14:41:18,1385.25915
2025-12-03 14:41:16,1552.99315
2025-12-03 14:41:14,1554.4127
2025-12-03 14:41:12,1453.88445
2025-12-03 14:41:10,1606.3789
2025-12-03 14:41:08,1433.24895
2025-12-03 14:41:06,1429.7062
2025-12-03 14:41:04,1665.00185
2025-12-03 14:41:02,1405.836
2025-12-03 14:41:00,1678.1343
2025-12-03 14:40:58,1373.3264
2025-12-03 14:40:56,1501.12615
2025-12-03 14:40:54,1577.72155
2025-12-03 14:40:52,1455.84275
2025-12-03 14:40:50,1594.1919
2025-12-03 14:40:48,1398.62285
2025-12-03 14:40:46,1421.3551
2025-12-03 14:40:44,1735.5249
2025-12-03 14:40:42,1396.27225
2025-12-03 14:40:40,1724.2715
2025-12-03 14:40:38,1394.51325
2025-12-03 14:40:36,1498.98665
2025-12-03 14:40:34,1609.7141
2025-12-03 14:40:32,1428.80455
2025-12-03 14:40:30,1428.91285
2025-12-03 14:40:28,1632.45405
2025-12-03 14:40:26,1389.73655
2025-12-03 14:40:24,1711.9464
2025-12-03 14:40:22,1365.87665
2025-12-03 14:40:20,1476.1565
2025-12-03 14:40:18,1550.937
2025-12-03 14:40:16,1451.7467
2025-12-03 14:40:14,1630.52545
2025-12-03 14:40:12,1441.077
2025-12-03 14:40:10,1427.15635
2025-12-03 14:40:08,1615.56835
2025-12-03 14:40:06,1378.8136
2025-12-03 14:40:04,1745.2603
2025-12-03 14:40:02,1436.64155
2025-12-03 14:40:00,1492.36445
2025-12-03 14:39:58,1570.31205
2025-12-03 14:39:56,1456.157
2025-12-03 14:39:54,1601.77975
2025-12-03 14:39:52,1458.75445
2025-12-03 14:39:50,1368.1777
2025-12-03 14:39:48,1677.9197
2025-12-03 14:39:46,1372.92895
2025-12-03 14:39:44,1498.00035
2025-12-03 14:39:42,1538.7134
2025-12-03 14:39:40,1446.70205
2025-12-03 14:39:38,1590.26675
2025-12-03 14:39:36,1384.2931
2025-12-03 14:39:34,1417.4128
2025-12-03 14:39:32,1635.483
2025-12-03 14:39:30,1379.35665
2025-12-03 14:39:28,1657.63685
2025-12-03 14:39:26,1356.3009
2025-12-03 14:39:24,1514.95155
2025-12-03 14:39:22,1550.27025
2025-12-03 14:39:20,1444.3981
2025-12-03 14:39:18,1609.17525
2025-12-03 14:39:16,1376.1204
2025-12-03 14:39:14,1404.28445
2025-12-03 14:39:12,1613.41175
2025-12-03 14:39:10,1354.28455
2025-12-03 14:39:08,1549.02675
2025-12-03 14:39:06,1497.275
2025-12-03 14:39:04,1463.9814
2025-12-03 14:39:02,1585.5937
2025-12-03 14:39:00,1407.34975
2025-12-03 14:38:58,1413.4867
2025-12-03 14:38:56,1579.63165
2025-12-03 14:38:54,1352.25485
2025-12-03 14:38:52,1662.0982
2025-12-03 14:38:50,1357.5808
2025-12-03 14:38:48,1472.99615
2025-12-03 14:38:46,1554.75855
2025-12-03 14:38:44,1493.44765
2025-12-03 14:38:42,1587.94095
2025-12-03 14:38:40,1417.0247
2025-12-03 14:38:38,1385.6892
2025-12-03 14:38:36,1622.7996
2025-12-03 14:38:34,1401.09575
2025-12-03 14:38:32,1657.2913
2025-12-03 14:38:30,1356.31355
2025-12-03 14:38:28,1458.7143
2025-12-03 14:38:26,1546.16935
2025-12-03 14:38:24,1457.2923
2025-12-03 14:38:22,1454.71135
2025-12-03 14:38:20,1615.9958
2025-12-03 14:38:18,1362.9243
2025-12-03 14:38:16,1648.73865
2025-12-03 14:38:14,1369.0741
2025-12-03 14:38:12,1487.28715
